mall,store,citizenship,age,gender,race
Jurong Point,Charles & Keith,SG Citizen,19,Female,Malay
Vivocity,Charles & Keith,SG Citizen,32,Male,Malay
Vivocity,Charles & Keith,SG Citizen,26,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,43,Female,Malay
Vivocity,Charles & Keith,SG Citizen,36,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,18,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,23,Female,Malay
Vivocity,Charles & Keith,SG Citizen,27,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,17,Female,Malay
313Somerset,Charles & Keith,SG Citizen,42,Female,Chinese
313Somerset,Charles & Keith,SG PR,20,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,34,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,32,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,28,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,42,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,27,Female,Chinese
Jurong Point,Charles & Keith,SG PR,30,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,20,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,22,Female,Malay
Jurong Point,Charles & Keith,SG Citizen,19,Female,Malay
Jurong Point,Charles & Keith,SG Citizen,21,Female,Indian
Jurong Point,Charles & Keith,SG PR,22,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,21,Female,Indian
Jurong Point,Charles & Keith,SG Citizen,20,Female,Indian
Vivocity,Charles & Keith,SG Citizen,24,Male,Chinese
Vivocity,Charles & Keith,SG Citizen,36,Female,Indian
Vivocity,Charles & Keith,SG Citizen,25,Female,Chinese
Vivocity,Charles & Keith,Student Pass,18,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,39,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,27,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,36,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,18,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,30,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,33,Male,Chinese
Raffles City,Charles & Keith,SG PR,30,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,22,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,35,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,29,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,27,Male,Chinese
Vivocity,Charles & Keith,SG Citizen,24,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,22,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,36,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,32,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,26,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,21,Female,Malay
Vivocity,Charles & Keith,SG Citizen,26,Female,Malay
Vivocity,Charles & Keith,SG Citizen,18,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,28,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,36,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,22,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,19,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,21,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,25,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,32,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,24,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,22,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,26,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,26,Male,Chinese
Raffles City,Charles & Keith,SG Citizen,36,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,28,Female,Malay
Raffles City,Charles & Keith,SG Citizen,38,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,29,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,22,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,19,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,21,Female,Indian
Raffles City,Charles & Keith,SG Citizen,30,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,41,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,24,Male,Chinese
Jurong Point,Charles & Keith,SG Citizen,33,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,18,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,49,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,29,Male,Indian
Jurong Point,Charles & Keith,SG Citizen,36,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,19,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,19,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,21,Male,Malay
Vivocity,Charles & Keith,SG Citizen,21,Female,Malay
Vivocity,Charles & Keith,SG Citizen,20,Female,Malay
Vivocity,Charles & Keith,SG PR,29,Male,Others
Vivocity,Charles & Keith,SG Citizen,25,Male,Malay
Vivocity,Charles & Keith,Student Pass,18,Female,Others
Vivocity,Charles & Keith,SG Citizen,27,Female,Chinese
Vivocity,Charles & Keith,SG Citizen,22,Female,Malay
Raffles City,Charles & Keith,SG Citizen,22,Female,Malay
Raffles City,Charles & Keith,SG Citizen,22,Female,Malay
Raffles City,Charles & Keith,SG Citizen,18,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,30,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,21,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,21,Female,Chinese
Raffles City,Charles & Keith,SG Citizen,32,Female,Indian
Raffles City,Charles & Keith,SG Citizen,36,Female,Others
313Somerset,Charles & Keith,SG Citizen,37,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,19,Female,Chinese
313Somerset,Charles & Keith,SG Citizen,20,Female,Indian
313Somerset,Charles & Keith,SG Citizen,29,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,35,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,18,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,23,Female,Malay
Jurong Point,Charles & Keith,SG Citizen,23,Female,Malay
Jurong Point,Charles & Keith,SG Citizen,23,Female,Malay
Jurong Point,Charles & Keith,SG PR,37,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,18,Female,Chinese
Jurong Point,Charles & Keith,SG Citizen,19,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,48,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,50,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,52,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,35,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,48,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,41,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,36,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,47,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,32,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,37,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,45,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,49,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,43,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,54,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,53,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,23,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,45,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,29,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,49,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,53,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,42,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,28,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,51,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,46,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,46,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,31,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,49,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,45,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,43,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,37,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,56,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,24,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,55,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,32,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,59,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,36,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,38,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,27,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,28,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,48,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,24,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,43,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,32,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,24,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,56,Female,Chinese
313Somerset,Eu Yan Sang,SG PR,26,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,39,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,49,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,38,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,34,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,41,Male,Chinese
Hougang Mall,Eu Yan Sang,SG PR,47,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,41,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,31,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,36,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,44,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,46,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,76,Female,Chinese
Centrepoint,Eu Yan Sang,SG PR,34,Female,Others
Centrepoint,Eu Yan Sang,SG PR,38,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,45,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,48,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,20,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,52,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,38,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,48,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,51,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,36,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,38,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,53,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,41,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,58,Female,Chinese
Raffles City,Eu Yan Sang,SG PR,48,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,31,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,36,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,43,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,27,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,53,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,48,Male,Chinese
Vivocity,Eu Yan Sang,SG PR,27,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,54,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,28,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,41,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,57,Female,Chinese
Centrepoint,Eu Yan Sang,SG PR,41,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,54,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,34,Male,Chinese
Vivocity,Eu Yan Sang,SG PR,34,Female,Chinese
Vivocity,Eu Yan Sang,SG PR,39,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,31,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,35,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,31,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,31,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,48,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,41,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,42,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,43,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,35,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,34,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,55,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,47,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,28,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,40,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,52,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,52,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,43,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,52,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,48,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,55,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,49,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,48,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,49,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,37,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,44,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,49,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,42,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,45,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,38,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,40,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,55,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,51,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,49,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,48,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,27,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,32,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,26,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,18,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,50,Female,Chinese
Centrepoint,Eu Yan Sang,SG PR,34,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,25,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,30,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,42,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,40,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,47,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,37,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,41,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,28,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,36,Male,Malay
Jurong Point,Eu Yan Sang,SG PR,24,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,29,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,36,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,52,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,38,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,35,Female,Chinese
Vivocity,Eu Yan Sang,SG PR,41,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,57,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,22,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,49,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,41,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,50,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,47,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,26,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,45,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,34,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,28,Male,Indian
313Somerset,Eu Yan Sang,SG Citizen,46,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,36,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,25,Male,Chinese
313Somerset,Eu Yan Sang,SG PR,42,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,52,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,35,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,55,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,19,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,48,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,40,Female,Malay
Jurong Point,Eu Yan Sang,SG Citizen,20,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,48,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,48,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,46,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,57,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,26,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,26,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,33,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,28,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,20,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,24,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,22,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,51,Female,Chinese
Vivocity,Eu Yan Sang,SG PR,29,Female,Chinese
Vivocity,Eu Yan Sang,SG PR,27,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,25,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,38,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,18,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,46,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,31,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,51,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,37,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,43,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,33,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,39,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,35,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,25,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,39,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,28,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,47,Female,Chinese
Centrepoint,Eu Yan Sang,SG PR,24,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,62,Male,Chinese
Centrepoint,Eu Yan Sang,SG PR,42,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,32,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,38,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,57,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,23,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,49,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,41,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,33,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,25,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,37,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,19,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,46,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,27,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,45,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,50,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,44,Female,Malay
313Somerset,Eu Yan Sang,SG Citizen,55,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,28,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,25,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,46,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,38,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,26,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,25,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,25,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,21,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,46,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,57,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,37,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,27,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,40,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,46,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,57,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,58,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,41,Male,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,49,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,23,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,25,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,43,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,31,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,33,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,29,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,26,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,37,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,26,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,34,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,28,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,56,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,31,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,36,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,47,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,43,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,54,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,52,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,61,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,39,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,45,Female,Malay
Centrepoint,Eu Yan Sang,SG PR,34,Male,Indian
Centrepoint,Eu Yan Sang,SG Citizen,45,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,30,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,61,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,27,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,20,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,30,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,42,Male,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,50,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,31,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,27,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,25,Female,Chinese
Vivocity,Eu Yan Sang,SG PR,45,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,26,Male,Chinese
Vivocity,Eu Yan Sang,SG PR,30,Female,Chinese
Vivocity,Eu Yan Sang,SG Citizen,63,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,34,Male,Chinese
Vivocity,Eu Yan Sang,SG Citizen,40,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,30,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,26,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,23,Female,Chinese
Centrepoint,Eu Yan Sang,SG Citizen,45,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,55,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,46,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,36,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,22,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,28,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,41,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,61,Female,Chinese
Raffles City,Eu Yan Sang,SG Citizen,33,Male,Chinese
Raffles City,Eu Yan Sang,SG Citizen,47,Male,Chinese
Raffles City,Eu Yan Sang,SG PR,36,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,19,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,24,Male,Chinese
313Somerset,Eu Yan Sang,SG Citizen,41,Female,Chinese
313Somerset,Eu Yan Sang,SG Citizen,37,Male,Chinese
Hougang Mall,Eu Yan Sang,SG PR,42,Female,Chinese
Hougang Mall,Eu Yan Sang,SG Citizen,47,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,36,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,45,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,21,Male,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,17,Female,Chinese
Jurong Point,Eu Yan Sang,SG Citizen,50,Female,Chinese
Jurong Point,Eu Yan Sang,SG PR,38,Female,Eurasian
